timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T16:10:59.145828,mistralai/mistral-large-2512,set1,"Alcohol, methyl measurement","Alcohol, methyl measurement (procedure)",procedure,Primitive,Measurement of substance (procedure),Laboratory procedure (procedure)|Measurement procedure (procedure),,"Alcohol, ethyl measurement (procedure)|Aldehyde measurement (procedure)|Alkane measurement (procedure)|Allyl compound measurement (procedure)|Amine measurement (procedure)|Aromatic compound measurement (procedure)|Carbohydrate measurement (procedure)|Carboxylic acid measurement (procedure)|Ester measurement (procedure)|Ether measurement (procedure)|Halogenated hydrocarbon measurement (procedure)|Hydrocarbon measurement (procedure)|Ketone measurement (procedure)|Lipid measurement (procedure)|Organic nitrogen compound measurement (procedure)|Organic oxygen compound measurement (procedure)|Phenol measurement (procedure)|Protein measurement (procedure)|Steroid measurement (procedure)|Toxic substance measurement (procedure)"
2026-03-05T16:11:01.215558,mistralai/mistral-large-2512,set1,Structure of bursa of thumb,Structure of bursa of thumb (body structure),body structure,Primitive,Structure of bursa of hand (body structure),Structure of bursa of upper limb (body structure),,Structure of bursa of finger (body structure)
2026-03-05T16:11:03.923171,mistralai/mistral-large-2512,set1,"History and physical examination, sports participation","History and physical examination, sports participation (procedure)",procedure,Primitive,History and physical examination (procedure),Evaluation procedure (procedure),,"History and physical examination, camp (procedure)|History and physical examination, employment (procedure)|History and physical examination, school admission (procedure)|History and physical examination, preparticipation (procedure)"
2026-03-05T16:11:08.835882,mistralai/mistral-large-2512,set1,Haemophilus felis,Haemophilus felis (organism),organism,Primitive,*Haemophilus (organism)*,*Pasteurellaceae (organism)*,*Haemophilus aegyptius (organism)*|*Haemophilus ducreyi (organism)*|*Haemophilus haemolyticus (organism)*|*Haemophilus influenzae (organism)*|*Haemophilus parahaemolyticus (organism)*|*Haemophilus parainfluenzae (organism)*|*Haemophilus parasuis (organism)*|*Haemophilus pittmaniae (organism)*|*Haemophilus somnus (organism)*|*Haemophilus sputorum (organism)*,
2026-03-05T16:11:12.086327,mistralai/mistral-large-2512,set1,Cholylglycine measurement,Cholylglycine measurement (procedure),procedure,Primitive,Measurement of bile acid and bile salt (procedure),Measurement of substance (procedure),,Chenodeoxycholylglycine measurement (procedure)|Measurement of bile acid (procedure)|Measurement of bile salt (procedure)|Measurement of bile acid concentration (procedure)|Measurement of bile salt concentration (procedure)
2026-03-05T16:11:14.431294,mistralai/mistral-large-2512,set1,Radiation half-value thickness,Radiation half-value thickness (observable entity),observable entity,Primitive,Physical property of material (observable entity),Property of material (observable entity),Radiation attenuation coefficient (observable entity)|Radiation linear attenuation coefficient (observable entity)|Radiation mass attenuation coefficient (observable entity)|Radiation tenth-value thickness (observable entity),
2026-03-05T16:11:19.267861,mistralai/mistral-large-2512,set1,Entire embryo at stage 15,Entire embryo at stage 15 (body structure),body structure,Primitive,Entire embryo (body structure),Entire organism (body structure),,Entire embryo at stage 1 (body structure)|Entire embryo at stage 2 (body structure)|Entire embryo at stage 3 (body structure)|Entire embryo at stage 4 (body structure)|Entire embryo at stage 5 (body structure)|Entire embryo at stage 6 (body structure)|Entire embryo at stage 7 (body structure)|Entire embryo at stage 8 (body structure)|Entire embryo at stage 9 (body structure)|Entire embryo at stage 10 (body structure)|Entire embryo at stage 11 (body structure)|Entire embryo at stage 12 (body structure)|Entire embryo at stage 13 (body structure)|Entire embryo at stage 14 (body structure)|Entire embryo at stage 16 (body structure)|Entire embryo at stage 17 (body structure)|Entire embryo at stage 18 (body structure)|Entire embryo at stage 19 (body structure)|Entire embryo at stage 20 (body structure)|Entire embryo at stage 21 (body structure)|Entire embryo at stage 22 (body structure)|Entire embryo at stage 23 (body structure)
2026-03-05T16:11:21.850022,mistralai/mistral-large-2512,set1,Product containing only mecobalamin,Product containing only mecobalamin (medicinal product form),medicinal product form,Fully defined,Product containing only cobalamins (medicinal product form),Product containing only vitamin B12 and derivatives (medicinal product form),None,Product containing only adenosylcobalamin (medicinal product form)|Product containing only cyanocobalamin (medicinal product form)|Product containing only hydroxocobalamin (medicinal product form)
2026-03-05T16:11:28.890643,mistralai/mistral-large-2512,set1,Genus Lophodytes,Genus Lophodytes (organism),organism,Primitive,Genus Mergus (organism),Genus (organism),Lophodytes cucullatus (organism),Genus Aix (organism)|Genus Alopochen (organism)|Genus Anas (organism)|Genus Anser (organism)|Genus Aythya (organism)|Genus Branta (organism)|Genus Bucephala (organism)|Genus Cairina (organism)|Genus Chloephaga (organism)|Genus Clangula (organism)|Genus Cygnus (organism)|Genus Histrionicus (organism)|Genus Lophonetta (organism)|Genus Marmaronetta (organism)|Genus Melanitta (organism)|Genus Merganetta (organism)|Genus Netta (organism)|Genus Neochen (organism)|Genus Oxyura (organism)|Genus Plectropterus (organism)|Genus Polysticta (organism)|Genus Pteronetta (organism)|Genus Sarkidiornis (organism)|Genus Somateria (organism)|Genus Speculanas (organism)|Genus Tadorna (organism)
2026-03-05T16:11:40.158893,mistralai/mistral-large-2512,set1,Mycoplasma hyopneumoniae,Mycoplasma hyopneumoniae (organism),organism,Primitive,*Mycoplasma species (organism)*,*Mycoplasma (organism)*,*Mycoplasma agalactiae (organism)*|*Mycoplasma alkalescens (organism)*|*Mycoplasma arginini (organism)*|*Mycoplasma bovigenitalium (organism)*|*Mycoplasma bovirhinis (organism)*|*Mycoplasma bovis (organism)*|*Mycoplasma californicum (organism)*|*Mycoplasma canadense (organism)*|*Mycoplasma canis (organism)*|*Mycoplasma capricolum subspecies capricolum (organism)*|*Mycoplasma conjunctivae (organism)*|*Mycoplasma cynos (organism)*|*Mycoplasma dispar (organism)*|*Mycoplasma edwardii (organism)*|*Mycoplasma feliminutum (organism)*|*Mycoplasma felis (organism)*|*Mycoplasma fermentans (organism)*|*Mycoplasma flocculare (organism)*|*Mycoplasma gallinarum (organism)*|*Mycoplasma gallisepticum (organism)*|*Mycoplasma gateae (organism)*|*Mycoplasma genitalium (organism)*|*Mycoplasma haemocanis (organism)*|*Mycoplasma haemofelis (organism)*|*Mycoplasma hominis (organism)*|*Mycoplasma hyopharyngis (organism)*|*Mycoplasma hyorhinis (organism)*|*Mycoplasma hyosynoviae (organism)*|*Mycoplasma iners (organism)*|*Mycoplasma iowae (organism)*|*Mycoplasma leachii (organism)*|*Mycoplasma lipofaciens (organism)*|*Mycoplasma maculosum (organism)*|*Mycoplasma meleagridis (organism)*|*Mycoplasma molare (organism)*|*Mycoplasma muris (organism)*|*Mycoplasma neurolyticum (organism)*|*Mycoplasma opalescens (organism)*|*Mycoplasma orale (organism)*|*Mycoplasma ovipneumoniae (organism)*|*Mycoplasma penetrans (organism)*|*Mycoplasma pneumoniae (organism)*|*Mycoplasma primatum (organism)*|*Mycoplasma pulmonis (organism)*|*Mycoplasma salivarium (organism)*|*Mycoplasma spumans (organism)*|*Mycoplasma spermatophilum (organism)*|*Mycoplasma sualvi (organism)*|*Mycoplasma synoviae (organism)*|*Mycoplasma wenyonii (organism)*,
2026-03-05T16:11:42.668501,mistralai/mistral-large-2512,set1,Fetal chromosomal abnormality,Fetal chromosomal abnormality (disorder),disorder,Primitive,Chromosomal abnormality (disorder),Genetic disorder (disorder),Fetal chromosomal deletion (disorder)|Fetal chromosomal duplication (disorder)|Fetal trisomy (disorder),Chromosomal abnormality in pregnancy (disorder)|Chromosomal abnormality in fetus or newborn (disorder)
2026-03-05T16:11:44.982078,mistralai/mistral-large-2512,set1,History of cancer metastatic to bone,History of cancer metastatic to bone (situation),situation,Primitive,History of malignant neoplasm (situation),History of clinical finding (situation),History of cancer metastatic to brain (situation)|History of cancer metastatic to liver (situation)|History of cancer metastatic to lung (situation)|History of cancer metastatic to lymph node (situation),
2026-03-05T16:11:47.369683,mistralai/mistral-large-2512,set1,"Orthopedic fixation plate, non-bioabsorbable, non-sterile","Orthopedic fixation plate, non-bioabsorbable, non-sterile (physical object)",physical object,Primitive,Orthopedic fixation plate (physical object),Orthopedic fixation device (physical object),None,"Orthopedic fixation plate, bioabsorbable (physical object)|Orthopedic fixation plate, non-bioabsorbable, sterile (physical object)"
2026-03-05T16:11:50.113296,mistralai/mistral-large-2512,set1,Neoplasm of isthmus of uterus,Neoplasm of isthmus of uterus (disorder),disorder,Primitive,Neoplasm of uterine body (disorder),Neoplasm of uterus (disorder),Malignant neoplasm of isthmus of uterus (disorder)|Benign neoplasm of isthmus of uterus (disorder),Neoplasm of cervix uteri (disorder)|Neoplasm of endometrium (disorder)|Neoplasm of myometrium (disorder)|Neoplasm of fundus uteri (disorder)
2026-03-05T16:11:53.973921,mistralai/mistral-large-2512,set1,Urethrotome,Urethrotome (physical object),physical object,Primitive,Surgical instrument (physical object),Medical device (physical object),Surgical knife (physical object)|Surgical scissors (physical object)|Surgical saw (physical object)|Surgical drill (physical object)|Surgical retractor (physical object)|Surgical clamp (physical object)|Surgical needle (physical object)|Surgical stapler (physical object)|Surgical forceps (physical object)|Surgical hook (physical object)|Surgical probe (physical object)|Surgical dilator (physical object)|Surgical curette (physical object)|Surgical rasp (physical object)|Surgical elevator (physical object)|Surgical chisel (physical object)|Surgical osteotome (physical object)|Surgical trocar (physical object)|Surgical cannula (physical object)|Surgical speculum (physical object),
2026-03-05T16:11:56.119376,mistralai/mistral-large-2512,set1,Death by immolation,Death by immolation (event),event,Primitive,Death by fire (event),Death by external cause (event),Death by electrocution (event)|Death by explosion (event)|Death by lightning (event)|Death by scald (event),
2026-03-05T16:11:58.768566,mistralai/mistral-large-2512,set1,Skin of part of back,Skin of part of back (body structure),body structure,Primitive,Skin of back (body structure),Skin structure (body structure),Skin of upper back (body structure)|Skin of lower back (body structure),Skin of abdomen (body structure)|Skin of buttock (body structure)|Skin of chest (body structure)|Skin of groin (body structure)|Skin of perineum (body structure)|Skin of pelvis (body structure)
2026-03-05T16:12:02.011348,mistralai/mistral-large-2512,set1,Croton oil,Croton oil (substance),substance,Primitive,Fixed oil (substance),Plant lipid (substance),Almond oil (substance)|Arachis oil (substance)|Castor oil (substance)|Cod liver oil (substance)|Corn oil (substance)|Cottonseed oil (substance)|Linseed oil (substance)|Olive oil (substance)|Peanut oil (substance)|Sesame oil (substance)|Soybean oil (substance)|Sunflower oil (substance)|Theobroma oil (substance)|Vegetable oil (substance),
2026-03-05T16:12:07.383503,mistralai/mistral-large-2512,set1,Associated_finding_filler,Associated finding (finding),finding,Primitive,Finding context value (qualifier value),Context value (qualifier value),Associated finding present (finding)|Associated finding absent (finding),Associated morphology (finding)|Associated procedure (procedure)|Associated with (attribute)|Due to (attribute)|Finding method (attribute)|Finding informer (attribute)|Finding site (attribute)|Has interpretation (attribute)|Interprets (attribute)|Laterality (attribute)|Measurement method (attribute)|Method (attribute)|Pathological process (attribute)|Priority (attribute)|Property (attribute)|Recipient category (attribute)|Revision status (attribute)|Scale type (attribute)|Severity (attribute)|Subject relationship context (attribute)|Surgical approach (attribute)|Temporal context (attribute)|Time aspect (attribute)|Using access device (attribute)|Using device (attribute)|Using energy (attribute)|Using substance (attribute)
2026-03-05T16:12:12.153152,mistralai/mistral-large-2512,set1,Lyssavirus aravan,Lyssavirus Aravan (virus),virus,Primitive,Lyssavirus,Rabies lyssavirus,Australian bat lyssavirus|Bokeloh bat lyssavirus|Duvenhage lyssavirus|European bat lyssavirus 1|European bat lyssavirus 2|Gannoruwa bat lyssavirus|Ikoma lyssavirus|Irkut lyssavirus|Khujand lyssavirus|Lagos bat lyssavirus|Lleida bat lyssavirus|Mokola lyssavirus|Rabies lyssavirus|Shimoni bat lyssavirus|Taiwan bat lyssavirus|West Caucasian bat lyssavirus,
2026-03-05T16:12:27.880094,mistralai/mistral-large-2512,set1,Main spoken language Esperanto,Main spoken language Esperanto (finding),finding,Primitive,Main spoken language (finding),Language preference (finding),,Main spoken language Afrikaans (finding)|Main spoken language Albanian (finding)|Main spoken language Amharic (finding)|Main spoken language Arabic (finding)|Main spoken language Armenian (finding)|Main spoken language Assamese (finding)|Main spoken language Azerbaijani (finding)|Main spoken language Bambara (finding)|Main spoken language Basque (finding)|Main spoken language Belarusian (finding)|Main spoken language Bengali (finding)|Main spoken language Bosnian (finding)|Main spoken language Bulgarian (finding)|Main spoken language Burmese (finding)|Main spoken language Cantonese Chinese (finding)|Main spoken language Catalan (finding)|Main spoken language Cebuano (finding)|Main spoken language Chewa (finding)|Main spoken language Chichewa (finding)|Main spoken language Chinese (finding)|Main spoken language Croatian (finding)|Main spoken language Czech (finding)|Main spoken language Danish (finding)|Main spoken language Dari (finding)|Main spoken language Dutch (finding)|Main spoken language English (finding)|Main spoken language Estonian (finding)|Main spoken language Ewe (finding)|Main spoken language Fijian (finding)|Main spoken language Filipino (finding)|Main spoken language Finnish (finding)|Main spoken language French (finding)|Main spoken language Fulah (finding)|Main spoken language Galician (finding)|Main spoken language Ganda (finding)|Main spoken language Georgian (finding)|Main spoken language German (finding)|Main spoken language Greek (finding)|Main spoken language Gujarati (finding)|Main spoken language Haitian Creole (finding)|Main spoken language Hausa (finding)|Main spoken language Hebrew (finding)|Main spoken language Hindi (finding)|Main spoken language Hmong (finding)|Main spoken language Hungarian (finding)|Main spoken language Icelandic (finding)|Main spoken language Igbo (finding)|Main spoken language Ilocano (finding)|Main spoken language Indonesian (finding)|Main spoken language Irish (finding)|Main spoken language Italian (finding)|Main spoken language Japanese (finding)|Main spoken language Javanese (finding)|Main spoken language Kannada (finding)|Main spoken language Kazakh (finding)|Main spoken language Khmer (finding)|Main spoken language Kinyarwanda (finding)|Main spoken language Korean (finding)|Main spoken language Kurdish (finding)|Main spoken language Kyrgyz (finding)|Main spoken language Lao (finding)|Main spoken language Latvian (finding)|Main spoken language Lingala (finding)|Main spoken language Lithuanian (finding)|Main spoken language Luxembourgish (finding)|Main spoken language Macedonian (finding)|Main spoken language Malagasy (finding)|Main spoken language Malay (finding)|Main spoken language Malayalam (finding)|Main spoken language Maltese (finding)|Main spoken language Maori (finding)|Main spoken language Marathi (finding)|Main spoken language Mongolian (finding)|Main spoken language Nepali (finding)|Main spoken language Norwegian (finding)|Main spoken language Oriya (finding)|Main spoken language Oromo (finding)|Main spoken language Pashto (finding)|Main spoken language Persian (finding)|Main spoken language Polish (finding)|Main spoken language Portuguese (finding)|Main spoken language Punjabi (finding)|Main spoken language Quechua (finding)|Main spoken language Romanian (finding)|Main spoken language Russian (finding)|Main spoken language Samoan (finding)|Main spoken language Scots Gaelic (finding)|Main spoken language Serbian (finding)|Main spoken language Sesotho (finding)|Main spoken language Shona (finding)|Main spoken language Sindhi (finding)|Main spoken language Sinhala (finding)|Main spoken language Slovak (finding)|Main spoken language Slovenian (finding)|Main spoken language Somali (finding)|Main spoken language Spanish (finding)|Main spoken language Sundanese (finding)|Main spoken language Swahili (finding)|Main spoken language Swedish (finding)|Main spoken language Tajik (
2026-03-05T16:12:30.648382,mistralai/mistral-large-2512,set1,Unable to prepare food hygienically,Unable to prepare food hygienically (finding),finding,Primitive,Impaired ability to perform hygiene of daily living (finding),Impaired ability to perform activity of daily living (finding),Unable to bathe self (finding)|Unable to dress self (finding)|Unable to groom self (finding)|Unable to toilet self (finding)|Unable to wash self (finding)|Unable to perform personal hygiene (finding),
2026-03-05T16:12:33.016662,mistralai/mistral-large-2512,set1,Proximal radioulnar joint structure,Proximal radioulnar joint structure (body structure),body structure,Primitive,Joint structure of forearm (body structure),Joint structure of upper limb (body structure),Distal radioulnar joint structure (body structure)|Humeroradial joint structure (body structure)|Humeroulnar joint structure (body structure),
2026-03-05T16:12:35.373314,mistralai/mistral-large-2512,set1,Early onset cerebellar ataxia,Early onset cerebellar ataxia (disorder),disorder,Primitive,Hereditary cerebellar ataxia (disorder),Hereditary ataxia (disorder),Early onset cerebellar ataxia with essential tremor (disorder)|Early onset cerebellar ataxia with retained tendon reflexes (disorder),Late onset cerebellar ataxia (disorder)
2026-03-05T16:12:37.775509,mistralai/mistral-large-2512,set1,Cresylglycidyl ether,Cresylglycidyl ether (substance),substance,Primitive,Glycidyl ether (substance),Ether (substance),,Allyl glycidyl ether (substance)|Butyl glycidyl ether (substance)|Phenyl glycidyl ether (substance)
2026-03-05T16:12:54.059182,mistralai/mistral-large-2512,set1,Etheostoma zoniferum,Etheostoma zoniferum (organism),organism,Primitive,*Etheostoma (organism)*,*Percidae (organism)*|*Percina (organism)*,*Etheostoma acuticeps (organism)*|*Etheostoma akatulo (organism)*|*Etheostoma artesiae (organism)*|*Etheostoma atripinne (organism)*|*Etheostoma baileyi (organism)*|*Etheostoma barrenense (organism)*|*Etheostoma blennioides (organism)*|*Etheostoma boschungi (organism)*|*Etheostoma caeruleum (organism)*|*Etheostoma camurum (organism)*|*Etheostoma chlorobranchium (organism)*|*Etheostoma coosae (organism)*|*Etheostoma corona (organism)*|*Etheostoma crossopterum (organism)*|*Etheostoma davisoni (organism)*|*Etheostoma derivativum (organism)*|*Etheostoma ditrema (organism)*|*Etheostoma douglasi (organism)*|*Etheostoma edwini (organism)*|*Etheostoma etnieri (organism)*|*Etheostoma exile (organism)*|*Etheostoma flabellare (organism)*|*Etheostoma flavum (organism)*|*Etheostoma fricksium (organism)*|*Etheostoma gutselli (organism)*|*Etheostoma histrio (organism)*|*Etheostoma hopkinsi (organism)*|*Etheostoma inscriptum (organism)*|*Etheostoma jessiae (organism)*|*Etheostoma jordani (organism)*|*Etheostoma kantuckeense (organism)*|*Etheostoma kennicotti (organism)*|*Etheostoma lawrencei (organism)*|*Etheostoma lepidum (organism)*|*Etheostoma lynceum (organism)*|*Etheostoma maculatum (organism)*|*Etheostoma marmorpinnum (organism)*|*Etheostoma microlepidum (organism)*|*Etheostoma microperca (organism)*|*Etheostoma moorei (organism)*|*Etheostoma nigrum (organism)*|*Etheostoma nuchale (organism)*|*Etheostoma obeyense (organism)*|*Etheostoma olivaceum (organism)*|*Etheostoma olmstedi (organism)*|*Etheostoma pallididorsum (organism)*|*Etheostoma parvipinne (organism)*|*Etheostoma percnurum (organism)*|*Etheostoma podostemone (organism)*|*Etheostoma proeliare (organism)*|*Etheostoma pseudovulatum (organism)*|*Etheostoma punctulatum (organism)*|*Etheostoma raneyi (organism)*|*Etheostoma rafinesquei (organism)*|*Etheostoma ramseyi (organism)*|*Etheostoma rupestre (organism)*|*Etheostoma sagitta (organism)*|*Etheostoma scotti (organism)*|*Etheostoma simoterum (organism)*|*Etheostoma smithi (organism)*|*Etheostoma spectabile (organism)*|*Etheostoma squamiceps (organism)*|*Etheostoma stigmaeum (organism)*|*Etheostoma striatulum (organism)*|*Etheostoma swaini (organism)*|*Etheostoma swannanoa (organism)*|*Etheostoma tallapoosae (organism)*|*Etheostoma tecumsehi (organism)*|*Etheostoma tennesseense (organism)*|*Etheostoma tetrazonum (organism)*|*Etheostoma thalassinum (organism)*|*Etheostoma tippecanoe (organism)*|*Etheostoma trisella (organism)*|*Etheost,
2026-03-05T16:12:57.938891,mistralai/mistral-large-2512,set1,Plasma thawing unit,Plasma thawing unit (physical object),physical object,Primitive,Medical device (physical object),Device (physical object),Blood warmer (physical object)|Blood storage refrigerator (physical object)|Blood transport container (physical object)|Blood transport vehicle (physical object)|Blood collection device (physical object)|Blood processing device (physical object)|Blood administration device (physical object)|Blood component separator (physical object)|Blood cell counter (physical object)|Blood gas analyzer (physical object)|Blood culture system (physical object)|Blood irradiator (physical object)|Blood filter (physical object)|Blood pump (physical object)|Blood pressure monitoring device (physical object),
2026-03-05T16:13:00.767339,mistralai/mistral-large-2512,set1,Fracture of coccyx,Fracture of coccyx (disorder),disorder,Primitive,Fracture of bone of trunk (disorder),Fracture of bone (disorder),Fracture of rib (disorder)|Fracture of sternum (disorder)|Fracture of thoracic vertebra (disorder)|Fracture of lumbar vertebra (disorder)|Fracture of sacrum (disorder)|Fracture of pelvis (disorder),
2026-03-05T16:13:04.469270,mistralai/mistral-large-2512,set1,3 o'clock position on mammogram,3 o'clock position on mammogram (qualifier value),qualifier value,Primitive,Clock face position (qualifier value),Relative position (qualifier value),,1 o'clock position on mammogram (qualifier value)|2 o'clock position on mammogram (qualifier value)|4 o'clock position on mammogram (qualifier value)|5 o'clock position on mammogram (qualifier value)|6 o'clock position on mammogram (qualifier value)|7 o'clock position on mammogram (qualifier value)|8 o'clock position on mammogram (qualifier value)|9 o'clock position on mammogram (qualifier value)|10 o'clock position on mammogram (qualifier value)|11 o'clock position on mammogram (qualifier value)|12 o'clock position on mammogram (qualifier value)
2026-03-05T16:13:06.591756,mistralai/mistral-large-2512,set1,Old posterior cruciate ligament disruption,Old posterior cruciate ligament disruption (disorder),disorder,Primitive,Old cruciate ligament injury (disorder),Old knee ligament injury (disorder),,Old anterior cruciate ligament disruption (disorder)
2026-03-05T16:13:09.116545,mistralai/mistral-large-2512,set1,Anxious avoidant attachment,Anxious avoidant attachment (finding),finding,Primitive,Attachment disorder finding (finding),Childhood mental disorder finding (finding),Anxious attachment (finding)|Avoidant attachment (finding)|Disinhibited attachment disorder of childhood (finding)|Reactive attachment disorder of childhood (finding),
2026-03-05T16:13:11.193450,mistralai/mistral-large-2512,set1,Inflammation of left iliohypogastric nerve,Inflammation of left iliohypogastric nerve (disorder),disorder,Primitive,Inflammation of iliohypogastric nerve (disorder),Inflammation of specific nerve (disorder),Inflammation of right iliohypogastric nerve (disorder),
2026-03-05T16:13:14.740975,mistralai/mistral-large-2512,set1,Re-excision of breast for clearance of tumor margins,Re-excision of breast for clearance of tumor margins (procedure),procedure,Primitive,Excision of breast (procedure),Excision of trunk (procedure),,Excision of breast tissue for cosmetic reasons (procedure)|Excision of breast for reduction (procedure)|Excision of breast for gynecomastia (procedure)|Excision of breast for benign neoplasm (procedure)|Excision of breast for malignant neoplasm (procedure)|Excision of breast for infection (procedure)|Excision of breast for cyst (procedure)|Excision of breast for abscess (procedure)
2026-03-05T16:13:17.712629,mistralai/mistral-large-2512,set1,Diamond dental laboratory bur,Diamond dental laboratory bur (physical object),physical object,Primitive,Dental rotary instrument (physical object),Rotary instrument (physical object),None,Dental finishing bur (physical object)|Dental polishing bur (physical object)|Dental stone cutting bur (physical object)|Dental acrylic cutting bur (physical object)|Dental metal cutting bur (physical object)|Dental ceramic cutting bur (physical object)|Dental carbide bur (physical object)
2026-03-05T16:13:26.928049,mistralai/mistral-large-2512,set1,Family Fuselloviridae,Family Fuselloviridae (organism),organism,Primitive,Virus family (organism),Virus (organism),Species Sulfolobus spindle-shaped virus 1 (organism),Family Adenoviridae (organism)|Family Alloherpesviridae (organism)|Family Anelloviridae (organism)|Family Ascoviridae (organism)|Family Asfarviridae (organism)|Family Baculoviridae (organism)|Family Birnaviridae (organism)|Family Bornaviridae (organism)|Family Bunyaviridae (organism)|Family Caliciviridae (organism)|Family Caulimoviridae (organism)|Family Circoviridae (organism)|Family Closteroviridae (organism)|Family Coronaviridae (organism)|Family Dicistroviridae (organism)|Family Filoviridae (organism)|Family Flaviviridae (organism)|Family Geminiviridae (organism)|Family Guttaviridae (organism)|Family Hepadnaviridae (organism)|Family Herpesviridae (organism)|Family Iridoviridae (organism)|Family Lipothrixviridae (organism)|Family Malacoherpesviridae (organism)|Family Marseilleviridae (organism)|Family Metaviridae (organism)|Family Mimiviridae (organism)|Family Myoviridae (organism)|Family Nodaviridae (organism)|Family Orthomyxoviridae (organism)|Family Papillomaviridae (organism)|Family Paramyxoviridae (organism)|Family Parvoviridae (organism)|Family Picobirnaviridae (organism)|Family Picornaviridae (organism)|Family Plasmaviridae (organism)|Family Podoviridae (organism)|Family Polyomaviridae (organism)|Family Poxviridae (organism)|Family Reoviridae (organism)|Family Retroviridae (organism)|Family Rhabdoviridae (organism)|Family Rudiviridae (organism)|Family Siphoviridae (organism)|Family Tectiviridae (organism)|Family Togaviridae (organism)
2026-03-05T16:13:29.337786,mistralai/mistral-large-2512,set1,Occlusion of vein of corpus cavernosum of penis,Occlusion of vein of corpus cavernosum of penis (disorder),disorder,Primitive,Occlusion of vein of penis (disorder),Occlusion of vein of lower limb (disorder),,Occlusion of artery of corpus cavernosum of penis (disorder)|Thrombosis of vein of penis (disorder)
2026-03-05T16:13:31.792280,mistralai/mistral-large-2512,set1,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C (disorder),disorder,Primitive,Autosomal dominant intermediate Charcot-Marie-Tooth disease (disorder),Intermediate Charcot-Marie-Tooth disease (disorder),,Autosomal dominant intermediate Charcot-Marie-Tooth disease type D (disorder)|Autosomal dominant intermediate Charcot-Marie-Tooth disease type E (disorder)
2026-03-05T16:13:35.369465,mistralai/mistral-large-2512,set1,Hemoglobin Volga,Hemoglobin Volga (hemoglobin variant),hemoglobin variant,Primitive,Hemoglobin beta chain variant (hemoglobin variant),Hemoglobin chain variant (hemoglobin variant),,Hemoglobin A2 (hemoglobin variant)|Hemoglobin A (hemoglobin variant)|Hemoglobin C (hemoglobin variant)|Hemoglobin D (hemoglobin variant)|Hemoglobin E (hemoglobin variant)|Hemoglobin S (hemoglobin variant)|Hemoglobin G (hemoglobin variant)|Hemoglobin J (hemoglobin variant)|Hemoglobin K (hemoglobin variant)|Hemoglobin Lepore (hemoglobin variant)|Hemoglobin M (hemoglobin variant)|Hemoglobin O (hemoglobin variant)|Hemoglobin Hope (hemoglobin variant)
2026-03-05T16:13:38.365154,mistralai/mistral-large-2512,set1,Punctate outer retinal toxoplasmosis,Punctate outer retinal toxoplasmosis (disorder),disorder,Primitive,Toxoplasma chorioretinitis (disorder),Toxoplasmosis of eye (disorder),Acute toxoplasma chorioretinitis (disorder)|Chronic toxoplasma chorioretinitis (disorder)|Recurrent toxoplasma chorioretinitis (disorder),
2026-03-05T16:13:41.976193,mistralai/mistral-large-2512,set1,Congenital talipes calcaneovalgus,Congenital talipes calcaneovalgus (disorder),disorder,Primitive,Congenital deformity of foot (disorder),Congenital anomaly of lower limb (disorder),,Congenital calcaneovarus deformity of foot (disorder)|Congenital equinovarus deformity of foot (disorder)|Congenital vertical talus (disorder)|Congenital pes cavus (disorder)|Congenital pes planus (disorder)|Congenital metatarsus adductus (disorder)|Congenital metatarsus varus (disorder)
2026-03-05T16:13:43.981513,mistralai/mistral-large-2512,set1,Recurrent acute streptococcal tonsillitis,Recurrent acute streptococcal tonsillitis (disorder),disorder,Primitive,Acute recurrent tonsillitis (disorder),Recurrent disorder of upper respiratory tract (disorder),,Recurrent acute viral tonsillitis (disorder)
2026-03-05T16:13:48.317131,mistralai/mistral-large-2512,set1,Jaeger type 10,Jaeger type 10 (qualifier value),qualifier value,Primitive,Jaeger reading test type (qualifier value),Reading test type (qualifier value),,Jaeger type 1 (qualifier value)|Jaeger type 2 (qualifier value)|Jaeger type 3 (qualifier value)|Jaeger type 4 (qualifier value)|Jaeger type 5 (qualifier value)|Jaeger type 6 (qualifier value)|Jaeger type 7 (qualifier value)|Jaeger type 8 (qualifier value)|Jaeger type 9 (qualifier value)|Jaeger type 11 (qualifier value)|Jaeger type 12 (qualifier value)|Jaeger type 13 (qualifier value)|Jaeger type 14 (qualifier value)|Jaeger type 15 (qualifier value)
2026-03-05T16:13:51.071138,mistralai/mistral-large-2512,set1,Myofascial pain syndrome of lower back,Myofascial pain syndrome of lower back (disorder),disorder,Primitive,Myofascial pain syndrome (disorder),Soft tissue disorder (disorder),,Myofascial pain syndrome of head (disorder)|Myofascial pain syndrome of neck (disorder)|Myofascial pain syndrome of pelvic region (disorder)|Myofascial pain syndrome of shoulder region (disorder)|Myofascial pain syndrome of upper back (disorder)|Myofascial pain syndrome of upper limb (disorder)
