timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T01:49:27.977925,gpt-4o,set2,"Delayed allogeneic transplantation, living donor","Delayed allogeneic transplantation, living donor",Therapeutic or Preventive Procedure,Primitive,Allogeneic transplantation|Living donor transplantation,Transplantation procedure|Surgical procedure,,"Immediate allogeneic transplantation, living donor|Delayed autologous transplantation, living donor"
2026-03-05T01:49:29.441797,gpt-4o,set2,Finding of knee joint color,Finding of knee joint color,Finding,Primitive,,,Finding of blue color of knee joint,Finding of elbow joint color
2026-03-05T01:49:31.804960,gpt-4o,set2,Entire sinus venosus of fetus,Entire sinus venosus of fetus,Anatomical Structure,Fully defined,,,,Entire ventricle of fetus|Entire bulbus cordis of fetus
2026-03-05T01:49:33.483780,gpt-4o,set2,Blood (white blood cell) screen for GM1 gangliosidosis,Blood white blood cell screen for GM1 gangliosidosis,Diagnostic Procedure,Fully defined,Blood test|Diagnostic test for GM1 gangliosidosis,Laboratory test|Diagnostic procedure,N/A,Blood (white blood cell) screen for Tay-Sachs disease|Blood (white blood cell) screen for Sandhoff disease
2026-03-05T01:49:35.741629,gpt-4o,set2,Cystic testicular dysplasia,Cystic testicular dysplasia,Disease or Syndrome,Primitive,,,,
2026-03-05T01:49:38.053097,gpt-4o,set2,No active range of shoulder circumduction,No active range of motion of shoulder circumduction,Finding,Primitive,,,,No active range of shoulder adduction|No active range of shoulder flexion|No active range of shoulder extension|No active range of shoulder internal rotation|No active range of shoulder external rotation
2026-03-05T01:49:40.689623,gpt-4o,set2,Product containing precisely promethazine hydrochloride 25 milligram/1 each conventional release oral tablet,Promethazine hydrochloride 25mg oral tablet,Pharmacologic Substance,Fully defined,Promethazine hydrochloride oral tablet|Conventional release oral tablet,Promethazine hydrochloride|Oral dosage form,,Promethazine hydrochloride 12.5mg oral tablet|Promethazine hydrochloride 50mg oral tablet
2026-03-05T01:49:42.367217,gpt-4o,set2,Spotted creeper,Salpornis spilonotus,Bird species,Fully defined,Salpornis (genus),Certhiidae (family),None,Salpornis salvadori (Indian spotted creeper)
2026-03-05T01:49:44.151503,gpt-4o,set2,Chilomastix intestinalis,,,,,,,
2026-03-05T01:49:45.486775,gpt-4o,set2,"Extraprostatic extension of tumor present, non-focal","Extraprostatic extension of tumor present, non-focal",Finding,Fully defined,Extraprostatic extension of tumor,Extension of tumor|Neoplastic process,Not applicable,"Extraprostatic extension of tumor present, focal"
2026-03-05T01:49:47.116624,gpt-4o,set2,Arteriovenous graft rupture,Arteriovenous graft rupture,Finding,Fully defined,Arteriovenous graft complication,Injury or Poisoning,,Arteriovenous graft thrombosis|Arteriovenous graft stenosis
2026-03-05T01:49:48.899762,gpt-4o,set2,Structure of superficial anterior cervical lymph node,Structure of superficial anterior cervical lymph node,Anatomical Structure,Primitive,,,,Structure of deep anterior cervical lymph node|Structure of superficial posterior cervical lymph node|Structure of deep posterior cervical lymph node
2026-03-05T01:49:50.525281,gpt-4o,set2,Myelodysplastic syndrome with excess blasts-1,,,,,,,
2026-03-05T01:49:52.663217,gpt-4o,set2,Administration of substance via buccal route,Administration of substance via buccal route,Therapeutic or Preventive Procedure,Fully defined,,,,Administration of substance via sublingual route|Administration of substance via oral cavity
2026-03-05T01:49:54.653473,gpt-4o,set2,Product containing only bendroflumethiazide and potassium chloride,Product containing only bendroflumethiazide and potassium chloride,Pharmacologic Substance,Primitive,Product containing potassium chloride,Product containing potassium salt,,Product containing only chlorothiazide and potassium chloride
2026-03-05T01:49:56.294178,gpt-4o,set2,Transmission-based precautions,Transmission-Based Precautions,Clinical Attribute,Primitive,,,Droplet Precautions|Contact Precautions,
2026-03-05T01:49:58.421177,gpt-4o,set2,Tooth disorder,Disorder of tooth,Disease or Syndrome,Primitive,,,Dental caries|Toothache|Tooth fracture|Tooth discoloration,Disorder of jaw|Disorder of oral cavity|Disorder of salivary gland|Disorder of tongue
2026-03-05T01:50:00.116948,gpt-4o,set2,Physical,Physical,Semantic type: Qualitative concept,Category type: Primitive,Entity,Thing,Physical object|Physical process,Abstract|Chemical|Biological
2026-03-05T01:50:01.928723,gpt-4o,set2,Dislocation of ear ossicles,Dislocation of ear ossicles,Finding,Primitive,,,Dislocation of incus|Dislocation of stapes,Dislocation of shoulder|Dislocation of knee|Dislocation of elbow
2026-03-05T01:50:03.687970,gpt-4o,set2,Fracture dislocation of symphysis pubis,Fracture dislocation of symphysis pubis,Injury or Poisoning,Primitive,Fracture of pelvis|Dislocation of joint,Injury of pelvis|Musculoskeletal injury,Open fracture dislocation of symphysis pubis|Closed fracture dislocation of symphysis pubis,Fracture dislocation of sacroiliac joint|Fracture dislocation of acetabulum
2026-03-05T01:50:05.272127,gpt-4o,set2,Tache noire of sclera of left eye,Tache noire of sclera of left eye,Finding,Primitive,,,,
2026-03-05T01:50:06.744236,gpt-4o,set2,"Volatile inhalant dependence, episodic","Volatile inhalant dependence, episodic",Mental or Behavioral Dysfunction,Fully defined,,Substance dependence,,"Volatile inhalant dependence, in remission"
2026-03-05T01:50:08.382993,gpt-4o,set2,Decreased N-3 fatty acid diet,Decreased dietary intake of omega-3 fatty acids,Dietary Regimen,Primitive,,,,Balanced N-3 fatty acid diet
2026-03-05T01:50:12.375253,gpt-4o,set2,Carbapenemase-producing Lelliottia amnigena,Carbapenemase-producing Lelliottia amnigena,Bacterium,Fully defined,Lelliottia amnigena|Carbapenemase-producing bacteria,Enterobacteriaceae|Antimicrobial-resistant bacteria,None,Carbapenemase-producing Escherichia coli|Carbapenemase-producing Klebsiella pneumoniae|Carbapenemase-producing Enterobacter cloacae
2026-03-05T01:50:14.119112,gpt-4o,set2,Polychromatophilic erythroblast,Polychromatophilic normoblast,Cell,Fully defined,Normoblast,Erythrocytic series cell,Orthochromatic erythroblast,Basophilic erythroblast
2026-03-05T01:50:15.653103,gpt-4o,set2,Fuller's earth dust,Fuller's Earth Dust,Substance,Primitive,Fuller's Earth,Clay,Not applicable,Bentonite Dust|Kaolin Dust
2026-03-05T01:50:18.109454,gpt-4o,set2,Stress fracture of sacrum,Stress fracture of sacrum,Injury or Poisoning,Fully defined,,,,Stress fracture of tibia|Stress fracture of fibula|Stress fracture of metatarsal bone|Stress fracture of calcaneus
2026-03-05T01:50:20.386250,gpt-4o,set2,Poor self-esteem,Low self-esteem,Mental or behavioral dysfunction,Fully defined,Self-esteem issue|Psychological condition,Mental health condition|Psychological disorder,Chronic low self-esteem|Situational low self-esteem,High self-esteem|Body image issues|Social anxiety
2026-03-05T01:50:21.287050,gpt-4o,set2,Bathrocephaly,,,,,,,
2026-03-05T01:50:22.687579,gpt-4o,set2,Snuff user,Snuff user,Role,Fully defined,,,,
2026-03-05T01:50:25.160955,gpt-4o,set2,Generalized onset motor epileptic seizure,Generalized onset motor seizure,Disease or Syndrome,Fully defined,,,Tonic-clonic seizure|Myoclonic seizure|Clonic seizure|Tonic seizure|Atonic seizure,Generalized onset non-motor seizure|Focal onset motor seizure|Unknown onset motor seizure
2026-03-05T01:50:27.408007,gpt-4o,set2,Allergy treatment changed,,,,,,,
2026-03-05T01:50:29.686932,gpt-4o,set2,Erosion of pacemaker pocket due to and following implantation of cardiac pacemaker,Erosion of cardiac pacemaker pocket following implantation,Finding,Fully defined,Disorder of soft tissue,Soft tissue disorder,,Hematoma of cardiac pacemaker pocket following implantation
2026-03-05T01:50:31.688482,gpt-4o,set2,Head lifting exercise,Neck flexion exercise,Physical activity,Primitive,Neck exercise|Flexion exercise,Exercise|Physical fitness activity,Supine head lift|Prone head lift,Neck extension exercise|Neck rotation exercise|Neck lateral flexion exercise
2026-03-05T01:50:32.487231,gpt-4o,set2,Entire corpus penis,,,,,,,
2026-03-05T01:50:34.748489,gpt-4o,set2,Oligopus diagrammus,Oligopus diagrammus,Species,Fully defined,Oligopus,Perciformes,None,Oligopus japonicus|Oligopus longhursti
2026-03-05T01:50:37.567449,gpt-4o,set2,Deficiency of ribose-5-phosphate isomerase,Ribose-5-phosphate isomerase deficiency,Disease or Syndrome,Fully defined,Inborn error of metabolism|Carbohydrate metabolism disorder,Metabolic disease|Genetic disorder,There are no more specific terms,Transaldolase deficiency|Transketolase deficiency|Phosphoribosylpyrophosphate synthetase deficiency
2026-03-05T01:50:39.298282,gpt-4o,set2,Progestogen overdose,Progestogen Overdose,Finding,Fully defined,,,,Androgen Overdose|Corticosteroid Overdose
2026-03-05T01:50:41.767389,gpt-4o,set2,Cartilage graft - prominent ear,Cartilage graft for correction of prominent ear,Therapeutic or Preventive Procedure,Fully defined,Cartilage graft procedure|Procedure on ear,Surgical procedure|Procedure on head,Cartilage graft for correction of left prominent ear|Cartilage graft for correction of right prominent ear,Otoplasty for prominent ear|Incision and drainage of ear hematoma|Ear reconstruction procedure
2026-03-05T01:50:43.524318,gpt-4o,set2,Borrelia theileri,Borrelia theileri,Bacterium,Fully defined,Borrelia,Spirochaetaceae,(No immediate narrower concepts),Borrelia burgdorferi|Borrelia recurrentis|Borrelia hermsii
2026-03-05T01:50:45.285268,gpt-4o,set2,Mood disorder with mixed depressive and manic symptoms caused by volatile inhalant,Inhalant-induced mood disorder with mixed features,Mental or Behavioral Dysfunction,Fully defined,,,,Inhalant-induced bipolar disorder|Inhalant-induced psychotic disorder
2026-03-05T01:50:46.902545,gpt-4o,set2,Degloving injury buttock,Degloving injury of buttock,Injury,Primitive,Degloving injury|Injury of buttock,Soft tissue injury|Injury of pelvis,(No more specific terms available),Laceration of buttock|Contusion of buttock|Abrasion of buttock
2026-03-05T01:50:48.382005,gpt-4o,set2,Attachment of bone anchored hearing prosthesis,Attachment of bone anchored hearing prosthesis,Procedure,Fully defined,,,,Attachment of middle ear hearing prosthesis
2026-03-05T01:50:49.957296,gpt-4o,set2,Air traffic controller,Air Traffic Controller,Occupation,Fully defined,Aviation personnel,Transportation worker,Tower controller|Approach controller|En route controller,Pilot|Flight attendant|Aircraft dispatcher
2026-03-05T01:50:52.023731,gpt-4o,set2,Entire intervertebral symphysis between T2 and T3,Entire intervertebral symphysis of thoracic vertebra 2 and thoracic vertebra 3,Anatomical structure,Fully defined,Entire intervertebral symphysis,Joint of vertebral column,,Entire intervertebral symphysis of thoracic vertebra 3 and thoracic vertebra 4
2026-03-05T01:50:53.759528,gpt-4o,set2,Protostrongylus brevispiculum,,,,,,,
2026-03-05T01:50:55.589941,gpt-4o,set2,Vasomotor rhinitis,Vasomotor Rhinitis,Disease or Syndrome,Primitive,Rhinitis,Respiratory Tract Disease,None,Allergic Rhinitis|Infectious Rhinitis|Atrophic Rhinitis
2026-03-05T01:50:57.320677,gpt-4o,set2,Able to open and close mouth,Able to open and close mouth,Finding,Primitive,Oral cavity finding,Head finding,Not applicable,Able to open mouth|Unable to open mouth|Able to close mouth|Unable to close mouth
2026-03-05T01:50:59.175511,gpt-4o,set2,Pseudoxanthomonas helianthi,Pseudoxanthomonas helianthi,Bacterium,Fully defined,Pseudoxanthomonas,Xanthomonadaceae,None,Pseudoxanthomonas taiwanensis|Pseudoxanthomonas mexicana|Pseudoxanthomonas japonensis
2026-03-05T01:51:01.372810,gpt-4o,set2,Repair of ventral hernia using graft,Repair of ventral hernia using graft,Therapeutic or Preventive Procedure,Fully defined,Repair of ventral hernia|Repair of abdominal wall hernia using graft,Repair of abdominal wall hernia|Hernia repair,Laparoscopic repair of ventral hernia using graft,Repair of incisional hernia using graft|Repair of umbilical hernia using graft
2026-03-05T01:51:04.351932,gpt-4o,set2,Assessment using Short Form of the Informant Questionnaire on Cognitive Decline in the Elderly,Assessment using Short Form of the Informant Questionnaire on Cognitive Decline in the Elderly,Diagnostic Procedure,Fully defined,Cognitive Assessment,Medical Assessment,No more specific terms available,Assessment using the Informant Questionnaire on Cognitive Decline in the Elderly|Mini-Mental State Examination (MMSE)|Montreal Cognitive Assessment (MoCA)
2026-03-05T01:51:05.829389,gpt-4o,set2,Acute inflammation,Acute inflammation,Pathologic Function,Fully defined,,,,
2026-03-05T01:51:07.230834,gpt-4o,set2,Autosomal recessive hereditary spastic paraplegia,,,,,,,
2026-03-05T01:51:09.720876,gpt-4o,set2,Octomitus,Octomitus,Genus of protozoa,Primitive,Genus,Protozoa,Octomitus intestinalis,Giardia|Trichomonas|Chilomastix
2026-03-05T01:51:11.461210,gpt-4o,set2,Toxoplasma tubulointerstitial nephropathy,Toxoplasma tubulointerstitial nephropathy,Disease or Syndrome,Fully defined,Tubulointerstitial nephropathy,Kidney disease,,Toxoplasmic chorioretinitis|Toxoplasmic myocarditis
2026-03-05T01:51:13.111677,gpt-4o,set2,Notropis harperi,Notropis harperi,Species,Fully defined,Notropis,Cyprinidae,None,Notropis atherinoides|Notropis hudsonius|Notropis chalybaeus|Notropis rubellus
2026-03-05T01:51:15.288021,gpt-4o,set2,History of toxoplasmosis,History of toxoplasmosis,Clinical history,Fully defined,History of infectious disease,History by disease status,History of latent toxoplasmosis|History of acute toxoplasmosis,History of malaria|History of tuberculosis|History of HIV/AIDS
2026-03-05T01:51:17.112581,gpt-4o,set2,Blood group antigen Sk^a^,Blood group antigen Sk^a^,Antigen,Primitive,,,,
2026-03-05T01:51:18.526217,gpt-4o,set2,Wedge excision of skin of nail fold,Wedge excision of skin of nail fold,Therapeutic or Preventive Procedure,Fully defined,,,,Complete excision of skin of nail fold
2026-03-05T01:51:20.065338,gpt-4o,set2,Finding of difference in location compared to previous radiologic examination,Finding of difference in location compared to previous radiologic examination,Finding,Fully defined,,,,Finding of difference in shape compared to previous radiologic examination
2026-03-05T01:51:21.371626,gpt-4o,set2,Christo Inventory for Substance-misuse Services total score,Christo Inventory for Substance-misuse Services total score,Clinical attribute,Primitive,,,,
2026-03-05T01:51:22.942588,gpt-4o,set2,Aspidites melanocephalus,Aspidites melanocephalus,Species,Fully defined,Aspidites|Pythonidae,Serpentes|Reptilia,None,Aspidites ramsayi
2026-03-05T01:51:23.841469,gpt-4o,set2,General medical self-referral,General medical self-referral,Finding,Fully defined,,,,
2026-03-05T01:51:24.734600,gpt-4o,set2,Artery of extremity transposition,,,,,,,
2026-03-05T01:51:25.970825,gpt-4o,set2,Occlusion of left central retinal artery,Occlusion of left central retinal artery,Disease or Syndrome,Primitive,,,,
2026-03-05T01:51:28.055243,gpt-4o,set2,Nutrient absorption inhibitor,Nutrient Absorption Inhibitor,Pharmacologic Substance,Primitive,,,,
2026-03-05T01:51:30.458172,gpt-4o,set2,Laceration of thigh without foreign body,Laceration of thigh without foreign body,Injury or Poisoning,Primitive,Laceration of lower limb without foreign body,Laceration without foreign body,Laceration of right thigh without foreign body|Laceration of left thigh without foreign body,Laceration of knee without foreign body|Laceration of lower leg without foreign body|Laceration of ankle without foreign body
2026-03-05T01:51:32.660831,gpt-4o,set2,Eimeria magna,Eimeria magna,Organism,Fully defined,,,,Eimeria acervulina|Eimeria tenella|Eimeria maxima|Eimeria necatrix|Eimeria brunetti
2026-03-05T01:51:34.689799,gpt-4o,set2,Enterocolic fistula,Enterocolic fistula,Disease or Syndrome,Fully defined,,,,Gastrocolic fistula|Rectovaginal fistula|Enteroenteric fistula
2026-03-05T01:51:36.631174,gpt-4o,set2,Rehabilitation care plan,Rehabilitation care plan,Plan,Fully defined,,,,Treatment plan|Discharge plan
2026-03-05T01:51:37.677044,gpt-4o,set2,Blood group antigen Naz,,,,,,,
2026-03-05T01:51:39.212577,gpt-4o,set2,Bilastine,Bilastine,Pharmacologic Substance,Fully defined,,,,Cetirizine|Loratadine|Fexofenadine|Desloratadine
2026-03-05T01:51:40.750312,gpt-4o,set2,Appearance of oral mucosa,Appearance of oral mucosa,Finding,Primitive,,,,Appearance of tongue|Appearance of lips
2026-03-05T01:51:42.385680,gpt-4o,set2,Superior closed dislocation,Superior closed dislocation,Injury or Poisoning,Primitive,,,,Inferior closed dislocation|Anterior closed dislocation|Posterior closed dislocation
2026-03-05T01:51:43.308135,gpt-4o,set2,Khoshamian,,,,,,,
2026-03-05T01:51:46.394390,gpt-4o,set2,Urine codeine measurement,Measurement of codeine in urine,Laboratory Procedure,Fully defined,,,,Measurement of heroin in urine|Measurement of oxycodone in urine
2026-03-05T01:51:49.481731,gpt-4o,set2,Computed tomography of thigh for radiotherapy planning,Computed tomography of thigh for radiotherapy planning,Diagnostic Procedure,Fully defined,Radiotherapy planning,Radiotherapy,,Computed tomography of head for radiotherapy planning|Computed tomography of pelvis for radiotherapy planning
2026-03-05T01:51:51.606377,gpt-4o,set2,Application of long leg cast,Application of long leg cast,Therapeutic or Preventive Procedure,Fully defined,Application of cast,Immobilization procedure,Application of long leg cylinder cast|Application of long leg walking cast,Application of short leg cast|Application of arm cast|Application of shoulder spica cast
2026-03-05T01:51:53.097023,gpt-4o,set2,Acute duodenitis,Acute duodenitis,Disease or Syndrome,Fully defined,,,,Peptic ulcer disease|Gastritis
2026-03-05T01:51:54.477700,gpt-4o,set2,"Nuclear medicine system table, powered","Nuclear medicine system table, powered",Physical Object,Fully defined,,,,
2026-03-05T01:51:56.214190,gpt-4o,set2,Local tumor spread,Local Neoplasm Invasion,Pathologic Function,Fully defined,,,,Distant Neoplasm Invasion
2026-03-05T01:51:57.645102,gpt-4o,set2,Family Kogiidae,Family Kogiidae,Biological family,Primitive,Cetacea,Mammalia,Genus Kogia,Family Physeteridae|Family Ziphiidae
2026-03-05T01:51:59.490536,gpt-4o,set2,Able to transfer from wheelchair to chair,Able to transfer from wheelchair to chair,Finding,Primitive,Transfer ability,Functional status,Able to transfer from wheelchair to armchair|Able to transfer from wheelchair to dining chair,Able to transfer from chair to chair|Able to transfer from wheelchair to bed|Able to transfer from wheelchair to toilet
2026-03-05T01:52:01.126620,gpt-4o,set2,Selectron therapy,,,,,,,
2026-03-05T01:52:03.482470,gpt-4o,set2,Structure of superficial part of superior levator palpebrae muscle,Structure of superficial part of superior levator palpebrae muscle,Anatomical structure,Primitive,Superficial part of superior levator palpebrae muscle,Superior levator palpebrae muscle,[No immediate narrower concepts],Deep part of superior levator palpebrae muscle|Superior tarsal muscle
2026-03-05T01:52:04.725652,gpt-4o,set2,Entire left wall of urinary bladder,Entire left wall of urinary bladder,Anatomical Structure,Primitive,,,,
2026-03-05T01:52:06.590104,gpt-4o,set2,Urine specimen care assessment,Urine specimen care assessment,Procedure,Primitive,,,,Tissue specimen care assessment|Saliva specimen care assessment
2026-03-05T01:52:08.911699,gpt-4o,set2,Structure of intervertebral disc of sacral vertebra,Most precise official-style name,What kind of thing it is (semantic type),Category type (Primitive / Fully defined),Intervertebral disc,Spinal structure,Not applicable,Intervertebral disc of cervical vertebra|Intervertebral disc of thoracic vertebra|Intervertebral disc of lumbar vertebra
2026-03-05T01:52:10.650903,gpt-4o,set2,Amino acids peritoneal dialysis solution,Amino acids peritoneal dialysis solution,Pharmacologic Substance,Primitive,Peritoneal dialysis solution,Dialysis solution,No more specific terms available,Glucose peritoneal dialysis solution|Icodextrin peritoneal dialysis solution
2026-03-05T01:52:12.583100,gpt-4o,set2,Family Caryophyllaceae,Caryophyllaceae,Plant family,Fully defined,,,Silene|Dianthus|Stellaria,Asteraceae|Fabaceae|Rosaceae
2026-03-05T01:52:14.125933,gpt-4o,set2,Umbilical catheter submitted as specimen,Umbilical catheter specimen,Specimen,Primitive,,,,Foley catheter specimen|Central venous catheter specimen|Arterial catheter specimen
2026-03-05T01:52:16.181688,gpt-4o,set2,Product containing precisely desmopressin acetate 100 microgram/1 milliliter conventional release nasal solution,Desmopressin acetate 100 microgram/1 milliliter nasal solution,Pharmacologic Substance,Fully defined,,,,
2026-03-05T01:52:17.152820,gpt-4o,set2,Syncytial cell,Syncytial cell,Cell,Fully defined,,,,
2026-03-05T01:52:18.431913,gpt-4o,set2,Extension Namespace {1000085},,,,,,,
2026-03-05T01:52:20.071182,gpt-4o,set2,Congenital absence of frontal bone,Congenital absence of frontal bone,Congenital Abnormality,Primitive,,,,
2026-03-05T01:52:21.606567,gpt-4o,set2,Incision and exploration of rectum,Incision and exploration of rectum,Therapeutic or Preventive Procedure,Primitive,,,,Rectal polypectomy|Rectal biopsy
2026-03-05T01:52:22.965048,gpt-4o,set2,Needle catheter,Needle catheter,Medical Device,Primitive,,,,Central venous catheter|Urinary catheter
2026-03-05T01:52:25.113309,gpt-4o,set2,Percutaneous transluminal embolization of femoral artery,Percutaneous transluminal embolization of femoral artery,Therapeutic or Preventive Procedure,Fully defined,Embolization of femoral artery,Therapeutic procedure,Percutaneous transluminal embolization of right femoral artery,Percutaneous transluminal embolization of carotid artery|Percutaneous transluminal embolization of pulmonary artery
2026-03-05T01:52:27.931405,gpt-4o,set2,Stung by cone shell,Envenomation by cone snail,Clinical finding,Fully defined,Envenomation,Injury,"Envenomation by specific species of cone snail (e.g., Conus geographus envenomation)",Envenomation by snake|Envenomation by spider|Envenomation by scorpion
2026-03-05T01:52:29.787298,gpt-4o,set2,Head artery injection,Injection of artery of head,Therapeutic or Preventive Procedure,Fully defined,Injection of artery,Injection procedure,Injection of carotid artery|Injection of temporal artery,Injection of neck artery|Injection of thoracic artery
2026-03-05T01:52:30.620024,gpt-4o,set2,"True insight, function",,,,,,,
2026-03-05T01:52:32.932268,gpt-4o,set2,Disorder due to and following injury of muscle and tendon of upper limb,Disorder of muscle and tendon of upper limb following injury,Injury or Poisoning,Primitive,Disorder of muscle and tendon|Injury of upper limb,Disorder of musculoskeletal system|Injury,Disorder of muscle of upper limb following injury|Disorder of tendon of upper limb following injury,Disorder due to and following injury of muscle and tendon of lower limb|Disorder due to and following injury of muscle and tendon of trunk
2026-03-05T01:52:34.655839,gpt-4o,set2,Entire left foot,Entire left foot,Anatomical structure,Primitive,Entire foot,Entire lower limb,Left forefoot|Left midfoot|Left hindfoot,Entire right foot
2026-03-05T01:52:36.647661,gpt-4o,set2,Recurrent erosion of cornea of left eye,Recurrent erosion of cornea of left eye,Disease or Syndrome,Primitive,,,,"Recurrent erosion of cornea, bilateral"
2026-03-05T01:52:39.119086,gpt-4o,set2,Excision of salivary gland,Excision of salivary gland,Therapeutic or Preventive Procedure,Primitive,,,Excision of submandibular gland|Excision of sublingual gland,Excision of lymph node of head and neck|Excision of thyroid gland
2026-03-05T01:52:41.370936,gpt-4o,set2,Adverse effect of prosthetic device,Adverse effect of prosthetic device,Finding,Primitive,Complication of device,,Adverse effect of orthopedic prosthetic device|Adverse effect of other internal prosthetic device,Adverse effect of medical device|Adverse effect of surgical instrument
2026-03-05T01:52:43.026761,gpt-4o,set2,Total excision of meningioma,Total excision of meningioma (procedure),Therapeutic or Preventive Procedure,Fully defined,Excision of meningioma,Neurosurgical procedure|Excision of brain tumor,Not applicable,Partial excision of meningioma|Subtotal excision of meningioma
2026-03-05T01:52:45.205715,gpt-4o,set2,Cote d'Ivoire,Republic of Côte d'Ivoire,Country,Primitive,Sovereign state,Geopolitical entity,Abidjan|Yamoussoukro,Ghana|Liberia|Burkina Faso|Mali|Guinea
2026-03-05T01:52:47.115485,gpt-4o,set2,Fluoroscopic venography of hepatic vein with contrast and insertion of stent graft,Fluoroscopic venography of hepatic vein with contrast and insertion of stent graft,Diagnostic Procedure,Fully defined,Insertion of stent graft into hepatic vein,Insertion of stent graft,,Insertion of stent graft into hepatic vein
2026-03-05T01:52:48.906240,gpt-4o,set2,Amyloid deposition,Amyloid Deposition,Pathologic Function,Primitive,,,,Mineral Deposition|Pigment Deposition
2026-03-05T01:52:51.946722,gpt-4o,set2,Measurement of serum thyroid stimulating hormone,Measurement of serum thyroid stimulating hormone,Laboratory Procedure,Primitive,,,,Measurement of serum free triiodothyronine level|Measurement of serum total thyroxine level
2026-03-05T01:52:53.964794,gpt-4o,set2,Excessive secretin secretion,Most precise official-style name,What kind of thing it is (semantic type),Category type (Primitive / Fully defined),Endocrine system disorder,Disease,Not applicable,Hypersecretion of gastrin|Hypersecretion of insulin|Hypersecretion of glucagon
2026-03-05T01:52:56.229029,gpt-4o,set2,Cataract lens fragments in vitreous of left eye due to and following cataract surgery,Cataract lens fragments in vitreous of left eye following cataract surgery,Finding,Fully defined,,,,Cataract lens fragments in vitreous of unspecified eye following cataract surgery
2026-03-05T01:52:58.001566,gpt-4o,set2,Toe joint crepitus,Toe joint crepitus,Finding,Primitive,Joint crepitus,Crepitus,(No immediate narrower concepts),Finger joint crepitus|Knee joint crepitus|Shoulder joint crepitus|Hip joint crepitus
2026-03-05T01:52:59.635184,gpt-4o,set2,Gynecological operating table,Gynecological surgical table,Medical equipment,Fully defined,,,,Neurosurgical table|Cardiac surgical table
2026-03-05T01:53:01.390198,gpt-4o,set2,Product containing hydrolase inhibitor,Product containing hydrolase inhibitor,Pharmacologic Substance,Primitive,,,,Product containing protease inhibitor|Product containing kinase inhibitor
2026-03-05T01:53:02.447841,gpt-4o,set2,Edoxaban tosylate,,,,,,,
2026-03-05T01:53:04.313153,gpt-4o,set2,Deep dog bite,Deep bite wound,Injury,Fully defined,,,,
2026-03-05T01:53:05.984420,gpt-4o,set2,Family Kinosternidae,Kinosternidae,Taxonomic family,Primitive,,,Kinosternon|Sternotherus|Claudius|Staurotypus,Emydidae|Testudinidae|Cheloniidae|Trionychidae
2026-03-05T01:53:07.791993,gpt-4o,set2,Substance with sodium/potassium adenosine triphosphatase enzyme inhibitor mechanism of action,,,,,,,
2026-03-05T01:53:09.327675,gpt-4o,set2,Delayed suture of tendon,Delayed repair of tendon,Therapeutic or Preventive Procedure,Fully defined,Repair of tendon,Repair of musculoskeletal system,Delayed repair of flexor tendon|Delayed repair of extensor tendon,Immediate repair of tendon|Secondary repair of tendon
2026-03-05T01:53:10.502781,gpt-4o,set2,Specimen source,Specimen source,Concept,Primitive,,,,
2026-03-05T01:53:11.958284,gpt-4o,set2,Microinvasive carcinoma,Microinvasive carcinoma,Neoplastic Process,Primitive,,,,Non-invasive carcinoma
2026-03-05T01:53:13.406679,gpt-4o,set2,Abdominal reflex delayed,Abdominal reflex abnormal,Finding,Primitive,Reflex finding,Clinical finding,Abdominal reflex absent|Abdominal reflex diminished,Abdominal reflex brisk|Abdominal reflex exaggerated
2026-03-05T01:53:14.938267,gpt-4o,set2,Product containing only phenazopyridine,Phenazopyridine Hydrochloride Product,Pharmacologic Substance,Fully defined,,,,
2026-03-05T01:53:16.473961,gpt-4o,set2,Incision and drainage of hematoma,Incision and drainage of hematoma,Therapeutic or Preventive Procedure,Primitive,,,,Incision and drainage of cyst|Incision and drainage of seroma
2026-03-05T01:53:17.583823,gpt-4o,set2,Skin structure of infratemporal region,Skin of infratemporal region,Anatomical structure,Primitive,,,,
2026-03-05T01:53:19.156613,gpt-4o,set2,Soft tissue lesion of foot region,Soft tissue lesion of foot region,Finding,Primitive,,,,Soft tissue lesion of ankle
2026-03-05T01:53:22.043634,gpt-4o,set2,Arthroscopic release of capsule of hip joint,Arthroscopic release of capsule of hip joint,Therapeutic or Preventive Procedure,Fully defined,Arthroscopic release of joint capsule|Arthroscopic procedure on hip joint,Release of joint capsule|Hip joint procedure,No more specific terms available,Arthroscopic synovectomy of hip joint|Arthroscopic debridement of hip joint|Arthroscopic removal of loose body from hip joint
2026-03-05T01:53:23.559412,gpt-4o,set2,Traumatic joint hemarthrosis,Traumatic hemarthrosis,Clinical finding,Fully defined,Hemarthrosis|Traumatic arthropathy,Joint disorder|Trauma,Acute traumatic hemarthrosis,Non-traumatic hemarthrosis|Chronic traumatic hemarthrosis
2026-03-05T01:53:25.915453,gpt-4o,set2,Long QT syndrome caused by drug,Long QT syndrome caused by drug,Disease or Syndrome,Fully defined,,,,Long QT syndrome caused by antidepressant agent|Long QT syndrome caused by antipsychotic agent
2026-03-05T01:53:26.879419,gpt-4o,set2,Neocoger mucronatus,,,,,,,
