timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T01:34:00.276590,gpt-4o,set1,Associated_finding_filler,,,,,,,
2026-03-05T01:34:03.653894,gpt-4o,set1,Lyssavirus aravan,Lyssavirus aravan (organism),organism,Primitive,Lyssavirus,Virus,None,Lyssavirus bokeloh|Lyssavirus duvenhage|Lyssavirus european bat 1|Lyssavirus european bat 2|Lyssavirus ikoma|Lyssavirus khujand|Lyssavirus kotalahti|Lyssavirus lagos bat|Lyssavirus mokola|Lyssavirus rabies|Lyssavirus shimoni|Lyssavirus west caucasian bat|Lyssavirus australian bat
2026-03-05T01:34:05.212256,gpt-4o,set1,Main spoken language Esperanto,,,,,,,
2026-03-05T01:34:08.161372,gpt-4o,set1,Unable to prepare food hygienically,Unable to prepare food hygienically (finding),finding,Primitive,Unable to perform activity (finding),Finding of functional performance and activity (finding),None,Unable to prepare hot meal (finding)|Unable to prepare cold meal (finding)
2026-03-05T01:34:09.902604,gpt-4o,set1,Proximal radioulnar joint structure,Proximal radioulnar joint structure (body structure),Body structure,Primitive,Radioulnar joint structure (body structure),Joint structure of upper limb (body structure),No immediate child concepts,Distal radioulnar joint structure (body structure)
2026-03-05T01:34:11.508536,gpt-4o,set1,Early onset cerebellar ataxia,Early onset cerebellar ataxia (disorder),Disorder,Primitive,Cerebellar ataxia (disorder),Ataxia (disorder),Early onset cerebellar ataxia with retained reflexes (disorder),Late onset cerebellar ataxia (disorder)|Congenital cerebellar ataxia (disorder)
2026-03-05T01:34:13.330890,gpt-4o,set1,Cresylglycidyl ether,Cresylglycidyl ether (substance),Substance,Primitive,Glycidyl ether (substance),Ether (substance),No immediate child concepts,Phenyl glycidyl ether (substance)|Butyl glycidyl ether (substance)
2026-03-05T01:34:16.248450,gpt-4o,set1,Etheostoma zoniferum,Etheostoma zoniferum (organism),organism,Primitive,Etheostoma (organism),Percidae (organism),(No immediate child concepts),Etheostoma caeruleum (organism)|Etheostoma spectabile (organism)|Etheostoma blennioides (organism)
2026-03-05T01:34:17.888831,gpt-4o,set1,Plasma thawing unit,Plasma thawing unit (physical object),Physical object,Primitive,Blood bank equipment (physical object),Medical equipment (physical object),None,Blood storage refrigerator (physical object)|Blood bank centrifuge (physical object)
2026-03-05T01:34:19.626083,gpt-4o,set1,Fracture of coccyx,Fracture of coccyx (disorder),disorder,Primitive,Fracture of lower back,Fracture of trunk,None,Fracture of sacrum
2026-03-05T01:34:22.087470,gpt-4o,set1,3 o'clock position on mammogram,3 o'clock position on mammogram (physical object),Physical object,Primitive,Clock position on mammogram (physical object),Position on mammogram (physical object),None,12 o'clock position on mammogram (physical object)|6 o'clock position on mammogram (physical object)|9 o'clock position on mammogram (physical object)
2026-03-05T01:34:24.628148,gpt-4o,set1,Old posterior cruciate ligament disruption,Old posterior cruciate ligament disruption (disorder),Disorder,Primitive,Posterior cruciate ligament injury (disorder),Cruciate ligament injury (disorder),None,Acute posterior cruciate ligament disruption (disorder)|Chronic posterior cruciate ligament disruption (disorder)
2026-03-05T01:34:26.817175,gpt-4o,set1,Anxious avoidant attachment,Anxious avoidant attachment (finding),Finding,Primitive,Attachment disorder (finding),Disorder of psychological development (disorder),None,Anxious resistant attachment (finding)|Disorganized attachment (finding)
2026-03-05T01:34:29.939336,gpt-4o,set1,Inflammation of left iliohypogastric nerve,Inflammation of left iliohypogastric nerve (disorder),disorder,Primitive,Inflammation of iliohypogastric nerve (disorder),Inflammation of lumbar nerve (disorder),[No immediate child concepts available],Inflammation of right iliohypogastric nerve (disorder)
2026-03-05T01:34:31.916041,gpt-4o,set1,Re-excision of breast for clearance of tumor margins,Re-excision of breast for clearance of tumor margins (procedure),Procedure,Primitive,Excision of breast for clearance of tumor margins (procedure),Excision of breast (procedure),None,Lumpectomy of breast for clearance of tumor margins (procedure)|Partial mastectomy for clearance of tumor margins (procedure)
2026-03-05T01:34:34.524847,gpt-4o,set1,Diamond dental laboratory bur,Diamond dental laboratory bur (physical object),Physical object,Primitive,Dental laboratory bur (physical object),Dental bur (physical object),[No immediate child concepts available],Carbide dental laboratory bur (physical object)|Steel dental laboratory bur (physical object)
2026-03-05T01:34:37.128279,gpt-4o,set1,Family Fuselloviridae,Family Fuselloviridae (organism),organism,Primitive,Order Ligamenvirales (organism),Viruses (organism),None,Family Clavaviridae (organism)|Family Lipothrixviridae (organism)
2026-03-05T01:34:39.285502,gpt-4o,set1,Occlusion of vein of corpus cavernosum of penis,Occlusion of vein of corpus cavernosum of penis (disorder),disorder,Primitive,Occlusion of vein of penis (disorder),Disorder of vein of penis (disorder),None,None
2026-03-05T01:34:41.441622,gpt-4o,set1,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C (disorder),Disorder,Primitive,Autosomal dominant intermediate Charcot-Marie-Tooth disease (disorder),Intermediate Charcot-Marie-Tooth disease (disorder),None,Autosomal dominant intermediate Charcot-Marie-Tooth disease type A (disorder)|Autosomal dominant intermediate Charcot-Marie-Tooth disease type B (disorder)
2026-03-05T01:34:43.630277,gpt-4o,set1,Hemoglobin Volga,Hemoglobin Volga (substance),Substance,Primitive,Hemoglobin variant (substance),Hemoglobin (substance),None,Hemoglobin S (substance)|Hemoglobin C (substance)|Hemoglobin E (substance)
2026-03-05T01:34:46.356983,gpt-4o,set1,Punctate outer retinal toxoplasmosis,Punctate outer retinal toxoplasmosis (disorder),disorder,Primitive,Retinochoroiditis due to Toxoplasma (disorder),Toxoplasmosis of retina (disorder),None,None
2026-03-05T01:34:51.641820,gpt-4o,set1,Congenital talipes calcaneovalgus,Congenital talipes calcaneovalgus (disorder),disorder,Primitive,Congenital deformity of foot (disorder),Congenital deformity of lower limb (disorder),None,Congenital talipes equinovarus (disorder)|Congenital talipes calcaneus (disorder)|Congenital talipes varus (disorder)|Congenital talipes valgus (disorder)|Congenital pes planus (disorder)|Congenital pes cavus (disorder)
2026-03-05T01:34:54.692654,gpt-4o,set1,Recurrent acute streptococcal tonsillitis,Recurrent acute streptococcal tonsillitis (disorder),Disorder,Primitive,Acute streptococcal tonsillitis (disorder),Streptococcal tonsillitis (disorder),None,Acute streptococcal tonsillitis with abscess (disorder)|Acute streptococcal tonsillitis without abscess (disorder)
2026-03-05T01:34:56.029622,gpt-4o,set1,Jaeger type 10,,,,,,,
2026-03-05T01:34:58.985491,gpt-4o,set1,Myofascial pain syndrome of lower back,Myofascial pain syndrome of lower back (disorder),Disorder,Primitive,Myofascial pain syndrome (disorder),Soft tissue disorder (disorder),None,Myofascial pain syndrome of neck (disorder)|Myofascial pain syndrome of upper back (disorder)
2026-03-05T01:35:00.863232,gpt-4o,set1,Spine dislocation due to birth trauma,Spine dislocation due to birth trauma (disorder),disorder,Primitive,Birth trauma (disorder),Injury due to birth trauma (disorder),None,Skull fracture due to birth trauma (disorder)|Brachial plexus injury due to birth trauma (disorder)
2026-03-05T01:35:03.284078,gpt-4o,set1,Netta rufina,Netta rufina (organism),Organism,Primitive,Netta (genus),Anatidae (family),None,Netta erythrophthalma (organism)|Netta peposaca (organism)
2026-03-05T01:35:05.913266,gpt-4o,set1,Congenital abnormality of systemic vein,Congenital abnormality of systemic vein (disorder),Disorder,Primitive,Congenital anomaly of vein (disorder),Congenital anomaly of cardiovascular system (disorder),Persistent left superior vena cava (disorder)|Interrupted inferior vena cava (disorder),Congenital anomaly of pulmonary vein (disorder)|Congenital anomaly of portal vein (disorder)
2026-03-05T01:35:08.167025,gpt-4o,set1,Stachybotrys chartarum,Stachybotrys chartarum (organism),Organism,Primitive,Stachybotrys (organism),Fungi (organism),(No immediate child concepts),Stachybotrys alternans (organism)|Stachybotrys nephrospora (organism)
2026-03-05T01:35:10.575448,gpt-4o,set1,Fracture of phalanx of finger of left hand,Fracture of phalanx of finger of left hand (disorder),Disorder,Primitive,Fracture of phalanx of finger|Fracture of finger of left hand,Fracture of bone of hand|Fracture of finger,Transverse fracture of phalanx of finger of left hand|Comminuted fracture of phalanx of finger of left hand,Fracture of phalanx of finger of right hand|Fracture of phalanx of finger of unspecified hand
2026-03-05T01:35:12.370656,gpt-4o,set1,Astroscopus y-graecum,Astroscopus y-graecum (organism),organism,Primitive,Astroscopus (genus),Uranoscopidae (family),No immediate child concepts,Astroscopus guttatus (organism)|Astroscopus sexspinosus (organism)
2026-03-05T01:35:14.436101,gpt-4o,set1,Vaccine product containing only Clostridium tetani and Human poliovirus antigens,Vaccine product containing only Clostridium tetani and Human poliovirus antigens (product),product,Primitive,Vaccine product containing only Clostridium tetani antigen (product)|Vaccine product containing only Human poliovirus antigen (product),Vaccine product containing only Clostridium tetani antigen (product)|Vaccine product containing only Human poliovirus antigen (product),None,Vaccine product containing only Clostridium tetani and Corynebacterium diphtheriae antigens (product)|Vaccine product containing only Human poliovirus and Corynebacterium diphtheriae antigens (product)
2026-03-05T01:35:16.215504,gpt-4o,set1,Single photon emission computed tomography system,Single photon emission computed tomography system (physical object),Physical object,Primitive,Emission computed tomography system (physical object),Computed tomography system (physical object),None,Positron emission tomography system (physical object)
2026-03-05T01:35:18.611769,gpt-4o,set1,Measurement of Influenza A virus antibody and Influenza B virus antibody,Measurement of Influenza A virus antibody and Influenza B virus antibody (procedure),Procedure,Primitive,Measurement of antibody (procedure),Measurement of substance (procedure),No immediate child concepts,Measurement of Influenza A virus antibody (procedure)|Measurement of Influenza B virus antibody (procedure)
2026-03-05T01:35:20.248201,gpt-4o,set1,Chronic radiation nephritis,Chronic radiation nephritis (disorder),disorder,Primitive,Radiation nephritis (disorder),Nephritis (disorder),None,Acute radiation nephritis (disorder)
2026-03-05T01:35:21.990719,gpt-4o,set1,Giant retinal tear,Giant retinal tear (disorder),disorder,Primitive,Retinal tear (disorder),Retinal break (disorder),None,Retinal dialysis (disorder)|Macular hole (disorder)|Horseshoe retinal tear (disorder)
2026-03-05T01:35:23.776957,gpt-4o,set1,Structure of lateral surface of upper arm,Structure of lateral surface of upper arm (body structure),body structure,Primitive,Structure of surface of upper arm,Structure of surface of arm,None,Structure of medial surface of upper arm|Structure of anterior surface of upper arm|Structure of posterior surface of upper arm
2026-03-05T01:35:25.950913,gpt-4o,set1,Family Echinorhynchidae,Family Echinorhynchidae (organism),organism,Primitive,Order Echinorhynchida (organism),Class Acanthocephala (organism),Genus Echinorhynchus (organism)|Genus Acanthocephalus (organism),Family Plagiorhynchidae (organism)|Family Polymorphidae (organism)
2026-03-05T01:35:28.757249,gpt-4o,set1,Embolectomy with catheter of celiac artery by abdominal incision,Embolectomy with catheter of celiac artery by abdominal incision (procedure),Procedure,Primitive,Embolectomy with catheter of celiac artery (procedure),Embolectomy with catheter (procedure),(No immediate child concepts available),Embolectomy with catheter of superior mesenteric artery by abdominal incision (procedure)|Embolectomy with catheter of inferior mesenteric artery by abdominal incision (procedure)
2026-03-05T01:35:31.104658,gpt-4o,set1,Entire zygomatic arch,Entire zygomatic arch (body structure),Body structure,Primitive,Entire zygomatic bone (body structure),Entire bone (body structure),None,Entire zygomatic process of frontal bone (body structure)|Entire zygomatic process of maxilla (body structure)|Entire zygomatic process of temporal bone (body structure)
2026-03-05T01:35:32.625629,gpt-4o,set1,Application of hot water bottle,Application of hot water bottle (procedure),Procedure,Primitive,Application of heat (procedure),Application of physical agent (procedure),No immediate child concepts,Application of heating pad (procedure)
2026-03-05T01:35:34.485855,gpt-4o,set1,Tilmicosin,Tilmicosin (substance),substance,Primitive,Macrolide antibiotic (substance),Antibiotic (substance),None,Erythromycin (substance)|Clarithromycin (substance)|Azithromycin (substance)
2026-03-05T01:35:37.244725,gpt-4o,set1,Hypothalamic releasing factor,Hypothalamic releasing factor (substance),Substance,Primitive,Releasing factor (substance),Hormone (substance),None,Growth hormone-releasing factor (substance)|Corticotropin-releasing factor (substance)|Thyrotropin-releasing factor (substance)|Gonadotropin-releasing factor (substance)
2026-03-05T01:35:39.003589,gpt-4o,set1,Perioral numbness,Perioral numbness (finding),Finding,Primitive,Numbness around mouth (finding),Numbness (finding),No immediate child concepts,Perioral tingling (finding)
2026-03-05T01:35:41.061158,gpt-4o,set1,"Electron microscopy study, transmission, examination and report","Electron microscopy study, transmission, examination and report (procedure)",procedure,Primitive,Transmission electron microscopy study (procedure),Electron microscopy study (procedure),No immediate child concepts,Transmission electron microscopy examination (procedure)|Transmission electron microscopy report (procedure)
2026-03-05T01:35:43.603975,gpt-4o,set1,Structure of hypothalamicohypophyseal tract,Structure of hypothalamicohypophyseal tract (body structure),Body structure,Primitive,Structure of central nervous system,Anatomical structure,No immediate child concepts,Structure of brainstem|Structure of cerebellum|Structure of cerebral cortex|Structure of hypothalamus|Structure of pituitary gland
2026-03-05T01:35:46.123751,gpt-4o,set1,Incision and exploration of tunica vaginalis,Incision and exploration of tunica vaginalis (procedure),Procedure,Primitive,Incision of tunica vaginalis (procedure),Incision of scrotum and tunica vaginalis (procedure),None,Incision and drainage of tunica vaginalis (procedure)
2026-03-05T01:35:49.334672,gpt-4o,set1,Injury of nasopharynx,Injury of nasopharynx (disorder),Disorder,Primitive,Injury of head (disorder),Injury of body region (disorder),No immediate child concepts,Injury of nose (disorder)|Injury of mouth (disorder)|Injury of ear (disorder)|Injury of eye (disorder)
2026-03-05T01:35:51.816505,gpt-4o,set1,Grafting of fascia to tarsal cartilage,Grafting of fascia to tarsal cartilage (procedure),Procedure,Primitive,Grafting procedure (procedure)|Procedure on tarsal cartilage (procedure),Surgical procedure (procedure)|Procedure on cartilage (procedure),No immediate child concepts,Grafting of muscle to tarsal cartilage (procedure)|Grafting of tendon to tarsal cartilage (procedure)
2026-03-05T01:35:54.113531,gpt-4o,set1,Accidental ingestion of spurge olive berries,Accidental ingestion of spurge olive berries (event),event,Primitive,Accidental ingestion of plant material (event),Accidental ingestion of substance (event),None,Accidental ingestion of holly berries (event)|Accidental ingestion of mistletoe berries (event)
2026-03-05T01:35:56.228626,gpt-4o,set1,Stimulus response inventory,Stimulus response inventory (assessment scale),Assessment scale,Primitive,Psychological test (assessment scale),Assessment scale (assessment scale),None,Personality inventory (assessment scale)|Intelligence test (assessment scale)|Neuropsychological test (assessment scale)
2026-03-05T01:35:57.913256,gpt-4o,set1,Fall risk assessment declined,Fall risk assessment declined (situation),Situation,Primitive,Procedure declined (situation),Procedure not done (situation),No immediate child concepts,Blood pressure measurement declined (situation)|Diabetes screening declined (situation)|Immunization declined (situation)
2026-03-05T01:35:59.369466,gpt-4o,set1,Vegetable suet,Vegetable suet (substance),Substance,Primitive,Suet (substance),Fat (substance),None,Beef suet (substance)
2026-03-05T01:36:01.590687,gpt-4o,set1,Flexion deformity of joint of right ankle,Flexion deformity of joint of right ankle (disorder),Disorder,Primitive,Flexion deformity of joint of ankle (disorder),Flexion deformity of joint of lower limb (disorder),None,Flexion deformity of joint of left ankle (disorder)|Flexion deformity of joint of bilateral ankles (disorder)
2026-03-05T01:36:03.220695,gpt-4o,set1,"Delayed allogeneic transplantation, living donor","Delayed allogeneic transplantation, living donor (procedure)",procedure,Primitive,"Allogeneic transplantation, living donor (procedure)",Allogeneic transplantation (procedure),No immediate child concepts,"Immediate allogeneic transplantation, living donor (procedure)"
2026-03-05T01:36:05.102526,gpt-4o,set1,Finding of knee joint color,Finding of knee joint color (finding),Finding,Primitive,Finding of joint color (finding),Finding of color (finding),No immediate child concepts,Finding of elbow joint color (finding)|Finding of shoulder joint color (finding)
2026-03-05T01:36:07.089042,gpt-4o,set1,Entire sinus venosus of fetus,Entire sinus venosus of fetus (body structure),Body structure,Primitive,Entire embryonic structure,Entire anatomical structure,None,Entire embryonic heart structure|Entire embryonic vascular structure
2026-03-05T01:36:08.171422,gpt-4o,set1,Blood (white blood cell) screen for GM1 gangliosidosis,,,,,,,
2026-03-05T01:36:11.800885,gpt-4o,set1,Cystic testicular dysplasia,Cystic testicular dysplasia (disorder),disorder,Primitive,Testicular dysplasia (disorder),Congenital malformation of male genital system (disorder),No immediate child concepts,Testicular hypoplasia (disorder)|Testicular agenesis (disorder)
2026-03-05T01:36:14.524571,gpt-4o,set1,No active range of shoulder circumduction,No active range of shoulder circumduction (finding),Finding,Primitive,No active range of shoulder movement (finding),No active range of joint movement (finding),(No immediate child concepts),No active range of shoulder abduction (finding)|No active range of shoulder adduction (finding)|No active range of shoulder flexion (finding)|No active range of shoulder extension (finding)|No active range of shoulder internal rotation (finding)|No active range of shoulder external rotation (finding)
2026-03-05T01:36:16.559633,gpt-4o,set1,Product containing precisely promethazine hydrochloride 25 milligram/1 each conventional release oral tablet,Product containing precisely promethazine hydrochloride 25 milligram/1 each conventional release oral tablet (product),product,Fully defined,Product containing precisely promethazine hydrochloride 25 milligram/1 each oral tablet (product),Product containing precisely promethazine hydrochloride (product),No immediate child concepts,Product containing precisely promethazine hydrochloride 50 milligram/1 each conventional release oral tablet (product)|Product containing precisely promethazine hydrochloride 10 milligram/1 each conventional release oral tablet (product)
2026-03-05T01:36:17.461757,gpt-4o,set1,Spotted creeper,,,,,,,
2026-03-05T01:36:19.548775,gpt-4o,set1,Chilomastix intestinalis,Chilomastix intestinalis (organism),organism,Primitive,Chilomastix (organism),Retortamonadida (organism),None,Chilomastix mesnili (organism)
2026-03-05T01:36:21.210401,gpt-4o,set1,"Extraprostatic extension of tumor present, non-focal","Extraprostatic extension of tumor present, non-focal (finding)",finding,Primitive,Extraprostatic extension of tumor present (finding),Tumor stage finding (finding),[No immediate child concepts available],"Extraprostatic extension of tumor present, focal (finding)"
2026-03-05T01:36:23.259830,gpt-4o,set1,Arteriovenous graft rupture,Arteriovenous graft rupture (disorder),disorder,Primitive,Arteriovenous fistula complication (disorder),Disorder of vascular prosthesis (disorder),None,Arteriovenous graft infection (disorder)|Arteriovenous graft thrombosis (disorder)
2026-03-05T01:36:25.100872,gpt-4o,set1,Structure of superficial anterior cervical lymph node,Structure of superficial anterior cervical lymph node (body structure),body structure,Primitive,Structure of anterior cervical lymph node,Structure of cervical lymph node,[No immediate child concepts found],Structure of deep anterior cervical lymph node
2026-03-05T01:36:27.128260,gpt-4o,set1,Myelodysplastic syndrome with excess blasts-1,Myelodysplastic syndrome with excess blasts-1 (disorder),disorder,Primitive,Myelodysplastic syndrome with excess blasts (disorder),Myelodysplastic syndrome (disorder),None,Myelodysplastic syndrome with excess blasts-2 (disorder)
2026-03-05T01:36:28.880143,gpt-4o,set1,Administration of substance via buccal route,Administration of substance via buccal route (procedure),Procedure,Primitive,Administration of substance via oral route (procedure),Administration of substance (procedure),None,Administration of substance via enteral tube (procedure)|Administration of substance via sublingual route (procedure)|Administration of substance via oral cavity (procedure)
2026-03-05T01:36:31.421471,gpt-4o,set1,Product containing only bendroflumethiazide and potassium chloride,Product containing only bendroflumethiazide and potassium chloride (product),product,Primitive,Product containing bendroflumethiazide (product)|Product containing potassium chloride (product),Medicinal product (product),None,Product containing only bendroflumethiazide and sodium chloride (product)|Product containing only bendroflumethiazide and calcium chloride (product)
2026-03-05T01:36:32.752409,gpt-4o,set1,Transmission-based precautions,Transmission-based precautions (procedure),Procedure,Primitive,Precaution (procedure),Procedure,Contact precautions (procedure)|Droplet precautions (procedure)|Airborne precautions (procedure),Standard precautions (procedure)
2026-03-05T01:36:35.927554,gpt-4o,set1,Tooth disorder,Tooth disorder (disorder),Disorder,Primitive,Disorder of oral cavity (disorder),Disorder of head (disorder),Toothache (disorder)|Tooth fracture (disorder)|Hyperdontia (disorder),Disorder of gingiva (disorder)|Disorder of salivary gland (disorder)|Disorder of jaw (disorder)
2026-03-05T01:36:38.646657,gpt-4o,set1,Physical,Physical (qualifier value),Qualifier value,Primitive,Qualifier value (qualifier value),SNOMED CT Concept (SNOMED RT+CTV3),Physical activity (qualifier value)|Physical examination (qualifier value),Chemical (qualifier value)|Biological (qualifier value)|Psychological (qualifier value)
2026-03-05T01:36:41.160888,gpt-4o,set1,Dislocation of ear ossicles,Dislocation of ear ossicles (disorder),disorder,Primitive,Dislocation of joint of head (disorder),Dislocation of joint (disorder),Dislocation of malleus (disorder)|Dislocation of incus (disorder)|Dislocation of stapes (disorder),Dislocation of temporomandibular joint (disorder)|Dislocation of atlantoaxial joint (disorder)|Dislocation of atlanto-occipital joint (disorder)
2026-03-05T01:36:42.754174,gpt-4o,set1,Fracture dislocation of symphysis pubis,Fracture dislocation of symphysis pubis (disorder),Disorder,Primitive,Fracture dislocation of pelvis (disorder),Fracture dislocation (disorder),No immediate child concepts,Fracture dislocation of acetabulum (disorder)|Fracture dislocation of sacroiliac joint (disorder)
2026-03-05T01:36:44.260409,gpt-4o,set1,Tache noire of sclera of left eye,,,,,,,
2026-03-05T01:36:46.280706,gpt-4o,set1,"Volatile inhalant dependence, episodic","Volatile inhalant dependence, episodic (disorder)",disorder,Primitive,Volatile inhalant dependence (disorder),Inhalant dependence (disorder),None,"Volatile inhalant dependence, continuous (disorder)|Volatile inhalant dependence, in remission (disorder)"
2026-03-05T01:36:48.594904,gpt-4o,set1,Decreased N-3 fatty acid diet,Decreased N-3 fatty acid diet (regime/therapy),Regime/therapy,Primitive,Diet with decreased nutrient,Nutritional regime,None,Decreased N-6 fatty acid diet (regime/therapy)|Decreased carbohydrate diet (regime/therapy)|Decreased fat diet (regime/therapy)|Decreased protein diet (regime/therapy)
2026-03-05T01:36:50.568507,gpt-4o,set1,Carbapenemase-producing Lelliottia amnigena,Carbapenemase-producing Lelliottia amnigena (organism),organism,Primitive,Lelliottia amnigena (organism),Enterobacterales (organism),No immediate child concepts,Lelliottia amnigena (organism)
2026-03-05T01:36:52.207550,gpt-4o,set1,Polychromatophilic erythroblast,Polychromatophilic erythroblast (cell),cell,Primitive,Erythroblast (cell),Normoblast (cell),None,Basophilic erythroblast (cell)|Orthochromatic erythroblast (cell)
2026-03-05T01:36:54.459142,gpt-4o,set1,Fuller's earth dust,Fuller's earth dust (substance),Substance,Primitive,Dust (substance),Particulate matter (substance),No immediate child concepts,Coal dust (substance)|Cement dust (substance)|Wood dust (substance)
2026-03-05T01:36:57.194327,gpt-4o,set1,Stress fracture of sacrum,Stress fracture of sacrum (disorder),disorder,Primitive,Stress fracture of pelvis,Stress fracture,No immediate child concepts,Stress fracture of ilium|Stress fracture of pubis|Stress fracture of ischium
2026-03-05T01:36:58.636344,gpt-4o,set1,Poor self-esteem,Poor self-esteem (finding),Finding,Primitive,Low self-confidence (finding),Self-esteem finding (finding),Negative self-image (finding),Low self-confidence (finding)
2026-03-05T01:37:01.324022,gpt-4o,set1,Bathrocephaly,Bathrocephaly (disorder),Disorder,Primitive,Congenital anomaly of skull (disorder),Congenital anomaly of head (disorder),None,Plagiocephaly (disorder)|Craniosynostosis (disorder)|Brachycephaly (disorder)|Scaphocephaly (disorder)
2026-03-05T01:37:02.416040,gpt-4o,set1,Snuff user,,,,,,,
2026-03-05T01:37:04.596487,gpt-4o,set1,Generalized onset motor epileptic seizure,Generalized onset motor epileptic seizure (disorder),disorder,Primitive,Generalized onset epileptic seizure (disorder),Epileptic seizure (disorder),Tonic-clonic seizure (disorder)|Atonic seizure (disorder)|Clonic seizure (disorder)|Myoclonic seizure (disorder)|Tonic seizure (disorder),Generalized onset non-motor epileptic seizure (disorder)
2026-03-05T01:37:05.725792,gpt-4o,set1,Allergy treatment changed,,,,,,,
2026-03-05T01:37:08.489278,gpt-4o,set1,Erosion of pacemaker pocket due to and following implantation of cardiac pacemaker,Erosion of pacemaker pocket due to and following implantation of cardiac pacemaker (disorder),Disorder,Primitive,Complication associated with device (disorder),Complication of medical care (disorder),No immediate child concepts,Infection of pacemaker pocket due to and following implantation of cardiac pacemaker (disorder)|Hemorrhage of pacemaker pocket due to and following implantation of cardiac pacemaker (disorder)
2026-03-05T01:37:10.744397,gpt-4o,set1,Head lifting exercise,Head lifting exercise (regime/therapy),regime/therapy,Primitive,Exercise therapy (regime/therapy),Therapeutic procedure (procedure),No immediate child concepts,Neck lifting exercise (regime/therapy)|Shoulder lifting exercise (regime/therapy)
2026-03-05T01:37:12.383037,gpt-4o,set1,Entire corpus penis,Entire corpus penis (body structure),Body structure,Primitive,Entire penis,Entire male genital organ,None,Entire glans penis|Entire penile urethra|Entire penile skin
2026-03-05T01:37:14.630479,gpt-4o,set1,Oligopus diagrammus,Oligopus diagrammus (organism),Organism,Primitive,Oligopus,Fish,None,Oligopus japonicus
2026-03-05T01:37:17.021811,gpt-4o,set1,Deficiency of ribose-5-phosphate isomerase,Deficiency of ribose-5-phosphate isomerase (disorder),Disorder,Primitive,Inborn error of carbohydrate metabolism,Inborn error of metabolism,[No immediate child concepts available],Transaldolase deficiency|Transketolase deficiency|Ribose-5-phosphate isomerase deficiency type 1
2026-03-05T01:37:18.414048,gpt-4o,set1,Progestogen overdose,Progestogen overdose (disorder),disorder,Primitive,Hormone overdose (disorder),Drug overdose (disorder),None,Estrogen overdose (disorder)|Androgen overdose (disorder)
2026-03-05T01:37:20.163856,gpt-4o,set1,Cartilage graft - prominent ear,Cartilage graft - prominent ear (procedure),Procedure,Primitive,Cartilage graft (procedure),Graft of tissue (procedure),None,Cartilage graft to ear (procedure)|Cartilage graft to nose (procedure)
2026-03-05T01:37:22.417522,gpt-4o,set1,Borrelia theileri,Borrelia theileri (organism),organism,Primitive,Borrelia (organism),Spirochaetales (order),None,Borrelia burgdorferi (organism)|Borrelia recurrentis (organism)|Borrelia duttonii (organism)
2026-03-05T01:37:24.261631,gpt-4o,set1,Mood disorder with mixed depressive and manic symptoms caused by volatile inhalant,Mood disorder with mixed depressive and manic symptoms caused by volatile inhalant (disorder),disorder,Primitive,Mood disorder caused by volatile inhalant (disorder),Mood disorder due to a general medical condition (disorder),No immediate child concepts,Depressive disorder caused by volatile inhalant (disorder)|Manic disorder caused by volatile inhalant (disorder)
2026-03-05T01:37:26.308068,gpt-4o,set1,Degloving injury buttock,Degloving injury of buttock (disorder),Disorder,Primitive,Degloving injury (disorder),Traumatic injury (disorder),No immediate child concepts,Degloving injury of abdomen (disorder)|Degloving injury of back (disorder)|Degloving injury of chest (disorder)|Degloving injury of hip (disorder)|Degloving injury of lower limb (disorder)|Degloving injury of pelvic region (disorder)|Degloving injury of upper limb (disorder)
2026-03-05T01:37:28.153615,gpt-4o,set1,Attachment of bone anchored hearing prosthesis,Attachment of bone anchored hearing prosthesis (procedure),Procedure,Primitive,Surgical procedure on ear,Surgical procedure,None,Insertion of bone anchored hearing prosthesis|Removal of bone anchored hearing prosthesis
2026-03-05T01:37:30.435372,gpt-4o,set1,Air traffic controller,Air traffic controller (occupation),occupation,Primitive,Air transportation worker (occupation),Transportation worker (occupation),Air traffic control specialist (occupation),Aircraft pilot (occupation)|Flight engineer (occupation)|Flight attendant (occupation)
2026-03-05T01:37:32.272923,gpt-4o,set1,Entire intervertebral symphysis between T2 and T3,Entire intervertebral symphysis between T2 and T3 (body structure),Body structure,Primitive,Entire intervertebral symphysis of thoracic spine (body structure),Entire intervertebral symphysis (body structure),No immediate child concepts,Entire intervertebral symphysis between T1 and T2 (body structure)|Entire intervertebral symphysis between T3 and T4 (body structure)
2026-03-05T01:37:34.496552,gpt-4o,set1,Protostrongylus brevispiculum,Protostrongylus brevispiculum (organism),Organism,Primitive,Protostrongylus (organism),Metastrongyloidea (organism),None,Protostrongylus rufescens (organism)|Protostrongylus stilesi (organism)
2026-03-05T01:37:36.915684,gpt-4o,set1,Vasomotor rhinitis,Vasomotor rhinitis (disorder),Disorder,Primitive,Nonallergic rhinitis (disorder),Rhinitis (disorder),None,Atrophic rhinitis (disorder)|Occupational rhinitis (disorder)|Rhinitis medicamentosa (disorder)
